,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,ACTIVE_LOAN,DAYS_CREDIT,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,DAYS_CREDIT_UPDATE,CREDIT_ACTIVE,ACTIVE_CREDIT,NUMBER_PREV_LOANS,DIFFERENT_LOAN_PRODUCTS,PREV_AMT_RECEIVED_MEAN,PREV_AMT_APPLICATION,PREV_AMT_ANNUITY,PREV_AMT_CREDIT,AMT_DOWN_PAYMENT,PREV_DAYS_DECISION,PREV_CNT_PAYMENT,PREV_RATE_DOWN_PAYMENT,INCOME_TO_TOTAL_ANNUITY
2897,429170,0,F,N,Y,1,157500,424255.5,31000.5,346500,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.030755,-12209,-2098,Accountants,3,0.371238558,52500,0.196828571,0.073070355,3,-748.1428571,0,518571,-440.1428571,7,333000,4,2,0.975234522,456115.5,53401.185,469480.5,NA,-394.2,12,NA,5.080563217
2604,429211,0,F,N,Y,1,90000,313438.5,20160,283500,Family,State servant,Lower secondary,Married,House / apartment,0.018029,-11918,-5123,Laborers,3,0.287137668,30000,0.224,0.064318838,1,-113,0,32985,-33,1,32985,0,1,0.975583345,125680.5,12983.085,128826,11250,-474,12,0.087468751,4.464285714
2930,429264,0,F,N,N,0,157500,2025000,61398,2025000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006008,-22448,NA,,2,0.077777778,78750,0.389828571,0.03032,0,-1426.5,0,1612143,-1183.166667,6,0,6,2,1.055833172,2483995.5,198434.565,2571039,NA,-828.3333333,14,NA,2.565230138
1428,429342,1,M,Y,Y,0,270000,808650,26217,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-18071,NA,,2,0.333889816,135000,0.0971,0.032420701,4,-1320.625,0,6341481.9,-590.875,8,5024250,4,3,0,0,4500,90000,NA,-2662,0,NA,10.29866117
875,429350,1,F,N,N,0,90000,808650,26086.5,675000,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.009549,-18576,-4725,,1,0.111296605,90000,0.28985,0.032259321,4,-1561.142857,0,767925,-1120.571429,7,585000,3,2,1,45000,2250,45000,NA,-170,0,NA,3.450060376
1218,429428,1,M,Y,Y,0,225000,946764,42781.5,765000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.001276,-17674,-895,Drivers,1,0.237651622,225000,0.19014,0.045187079,1,-686.5,0,553500,-213,2,216000,1,2,NA,440536.5,NA,461340,NA,-401.4,NA,NA,5.259282634
4971,429436,0,F,N,N,0,112500,9.00E+05,29745,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Single / not married,Office apartment,0.019689,-10696,-869,Cooking staff,1,0.125,112500,0.2644,0.03305,0,-1307.666667,0,211185,-756.6666667,3,0,3,1,0.841911765,10305,2647.305,12240,0,-628,6,0,3.78214826
755,429494,1,M,N,Y,2,90000,288873,13464,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19445,-2274,Laborers,4,0.311555597,22500,0.1496,0.046608717,4,-549.4,0,345007.08,-277,5,281250,1,2,1.045804795,603661.5,30631.545,593550,NA,-738.3333333,27.33333333,NA,6.684491979
21,429561,1,F,N,N,0,90000,700830,22608,585000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-14901,-2225,Laborers,2,0.12841916,45000,0.2512,0.032258893,2,-957,0,333000,-41.5,2,333000,0,1,0.373469811,48600,18504.81,290065.5,NA,-1209,6,NA,3.98089172
1899,429573,0,M,Y,Y,2,126000,1125000,44748,1125000,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-10099,-1524,Laborers,4,0.112,31500,0.355142857,0.039776,1,-638,0,1613250,-265.5,2,1350000,1,1,1.155794164,160560,25203.51,138136.5,32112,-602,6,0.204461355,2.815768302
2132,429643,0,M,Y,Y,2,202500,518562,25078.5,463500,Family,Working,Incomplete higher,Married,House / apartment,0.018801,-10852,-2904,Managers,4,0.390502968,50625,0.123844444,0.048361623,4,-1491.7,0,4005769.5,-646.2,10,2859750,6,2,NA,1890063,NA,2070643.5,NA,-386,NA,NA,8.074645613
3046,429715,0,F,N,Y,0,144000,239850,23850,225000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-24648,-6288,,2,0.600375235,72000,0.165625,0.099437148,3,-1092.333333,0,930740.4,-18.66666667,3,930740.4,0,2,NA,1459251,NA,1547046,NA,-1456,NA,NA,6.037735849
3150,429729,0,F,N,Y,0,54000,253737,13018.5,229500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-23412,NA,,2,0.212818785,27000,0.241083333,0.051307062,0,-1613.75,0,368037,-1248.5,4,0,4,1,NA,336753,NA,366241.5,NA,-1005,NA,NA,4.147943311
2720,429778,0,M,N,Y,0,112500,9.00E+05,26446.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-16914,-1654,Drivers,1,0.125,112500,0.23508,0.029385,0,-980,0,296712,-490,3,0,3,1,0.884405899,382500,37254.24,434862,NA,-1320.333333,16,NA,4.253871023
2242,429787,0,M,N,Y,0,112500,381528,18553.5,315000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-19775,-2734,Laborers,2,0.294866956,56250,0.16492,0.048629458,1,-236,0,157500,-3,1,157500,0,1,NA,45000,NA,45000,NA,-239,NA,NA,6.063545962
2504,429800,0,F,Y,Y,0,225000,582768,34830,540000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-22175,-11905,Core staff,2,0.386088461,112500,0.1548,0.059766494,2,-1410.857143,0,882492.525,-1113.285714,7,363375,5,2,0.99994596,2150001,NA,2288691,NA,-1531.714286,NA,NA,6.45994832
4791,429801,0,M,N,Y,0,135000,49752,5350.5,45000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629,-21373,NA,,2,2.713458755,67500,0.039633333,0.107543415,0,-779,0,164387.565,-644.5,2,0,2,1,0.964795839,345015,56379.06,353245.5,NA,-562.75,4.5,NA,25.2312868
2050,429860,0,M,Y,Y,0,63000,521280,23089.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-19556,-2663,,2,0.120856354,31500,0.3665,0.044293854,1,-910,0,675000,-4,1,675000,0,1,NA,1595970,NA,1537465.5,NA,-1626.333333,NA,NA,2.72851296
1734,429917,0,F,Y,Y,1,202500,382500,19660.5,382500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-15504,-1244,,3,0.529411765,67500,0.097088889,0.0514,0,-2078,0,23085,-1704,1,0,1,1,NA,4253071.5,NA,4462101,NA,-706.9,NA,NA,10.29983978
3950,430058,0,M,N,N,0,184500,755190,34992,675000,Family,Working,Secondary / secondary special,Married,House / apartment,0.003813,-11742,-1312,Managers,2,0.244309379,92250,0.189658537,0.046335359,2,-1669.428571,0,3699234,-867.7142857,14,1013985,12,2,1.071320632,885064.5,93670.065,923512.5,NA,-2085.833333,12,NA,5.272633745
2642,430084,0,F,N,Y,0,144000,976500,36319.5,976500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-20570,NA,,2,0.147465438,72000,0.25221875,0.037193548,2,-769,0,106472.34,-647,2,106472.34,0,2,NA,1649925,NA,1724989.5,NA,-492,NA,NA,3.964812291
377,430105,1,F,N,Y,0,67500,225000,10944,225000,Family,Working,Secondary / secondary special,Married,House / apartment,0.005144,-14885,-1623,Laborers,2,0.3,33750,0.162133333,0.04864,4,-292,0,286257.375,-84.14285714,7,144000,3,3,0.853428766,607500,51251.4,709983,NA,-509.75,30,NA,6.167763158
499,430244,1,F,N,Y,2,184500,284400,22599,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-9343,-1206,HR staff,4,0.648734177,46125,0.122487805,0.079462025,4,-832,0,5281920.54,-384.3333333,9,3420000,5,2,NA,1991295,NA,2314039.5,NA,-381.8461538,NA,NA,8.164078057
1035,430277,1,M,Y,Y,0,90000,284400,13387.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-9926,-125,High skill tech staff,2,0.316455696,45000,0.14875,0.047072785,0,-570,0,135000,-125,1,0,1,1,NA,278541,NA,628582.5,NA,-799.2,NA,NA,6.722689076
4558,430290,0,F,N,Y,0,243000,157500,16677,157500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006233,-18307,-7299,Managers,1,1.542857143,243000,0.06862963,0.105885714,3,-1809,0,6044359.14,-718.8125,16,1978650,13,2,NA,2048112,NA,2063043,NA,-587,NA,NA,14.570966
1822,430305,0,F,Y,Y,0,450000,1515415.5,57852,1354500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-11816,-1751,Laborers,2,0.296948263,225000,0.12856,0.038175669,2,-758.4,0,18626562,-267.4,5,16601562,3,3,1.091424316,275265,34655.715,252436.5,39906,-1871.666667,8.666666667,0.145114947,7.778469197
3050,430318,0,F,Y,N,0,270000,1006920,51543,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-15887,-2060,Managers,2,0.26814444,135000,0.1909,0.051188774,2,-982.6,0,641883.15,-359,5,284211.9,3,2,1.037055772,260735.445,NA,252635.85,8099.595,-1379.333333,NA,0.036319557,5.238344683
4868,430353,0,F,N,N,2,126000,499500,16240.5,499500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010032,-13861,-1393,Sales staff,3,0.252252252,42000,0.128892857,0.032513514,0,-439,0,29754,-310,1,0,1,1,NA,552645,NA,693886.5,NA,-310.4285714,NA,NA,7.758381823
3475,430440,0,M,Y,Y,0,112500,135000,10953,135000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.035792,-10460,-510,,1,0.833333333,112500,0.09736,0.081133333,2,-382.3333333,0,182376,-366.3333333,3,139500,1,2,NA,270000,NA,270000,NA,-369.75,NA,NA,10.27115859
1961,430505,0,M,Y,Y,0,157500,189000,10381.5,189000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-10694,-366,Sales staff,2,0.833333333,78750,0.065914286,0.054928571,3,-1537.25,0,1381950,-850,4,1327500,1,1,1.029688456,35091,8196.525,34204.5,2250,-2577.5,5,0.066181995,15.17121803
4176,430569,0,F,N,Y,0,270000,1418692.5,56394,1305000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.007305,-17026,-2843,Managers,1,0.190316083,270000,0.208866667,0.039750686,1,-1077.666667,0,4973989.5,-422.3333333,3,337500,2,3,NA,643837.5,NA,596619,NA,-427.8,NA,NA,4.787743377
1643,430572,0,F,N,Y,0,117000,161730,13095,135000,Unaccompanied,Working,Higher education,Married,House / apartment,0.006671,-9898,-1344,Sales staff,2,0.723427935,58500,0.111923077,0.08096828,1,-995,0,1170000,-9,2,270000,1,2,1,171153,20238.615,171153,0,-992,12,0,8.934707904
4191,430600,0,M,Y,Y,2,225000,360058.5,38335.5,342000,Unaccompanied,Working,Higher education,Married,House / apartment,0.005144,-11834,-819,,4,0.624898454,56250,0.17038,0.106470199,7,-1273.2,0,6330487.14,-859.2,20,4184217,13,3,NA,16605,NA,14940,NA,-437,NA,NA,5.869233478
277,430623,1,M,Y,Y,2,135000,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-15797,-733,Drivers,4,0.247688243,33750,0.197333333,0.048877147,2,-837.5,0,247500,-11,2,247500,0,2,NA,901800,NA,1541205,NA,-567.2,NA,NA,5.067567568
2211,430628,0,F,Y,Y,0,76500,450000,21109.5,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.032561,-17417,-379,Core staff,1,0.17,76500,0.275941176,0.04691,3,-1522.333333,0,1654875,-907.5,6,466875,2,3,1.250115365,55101.96,4448.745,44077.5,11024.46,-205,12,0.217898586,3.623960776
1022,430872,1,F,N,N,0,112500,284400,10719,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-17464,-6069,Managers,1,0.39556962,112500,0.09528,0.037689873,1,-1059.6,0,1642108.5,-711.8,5,1143000,4,2,0.737748551,1228500,70102.71,1443600,NA,-1078,29,NA,10.49538203
2285,430923,0,F,N,Y,1,180000,9.00E+05,43299,9.00E+05,Unaccompanied,Commercial associate,Incomplete higher,Separated,House / apartment,0.030755,-14216,-238,,2,0.2,90000,0.24055,0.04811,2,-551,0,1296483.615,-284.875,8,517500,6,2,0.946912689,197109,21903.705,201744,0,-599.5,11,0,4.157139888
216,431005,1,M,Y,N,0,315000,284400,22599,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-12704,-2677,Drivers,2,1.107594937,157500,0.071742857,0.079462025,5,-1391.45,0,4912436.43,-625.3,20,1557000,15,5,NA,3333933,NA,4205596.5,NA,-929.6666667,NA,NA,13.93866985
458,431397,1,F,N,Y,0,157500,9.00E+05,32017.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13472,-2396,,2,0.175,78750,0.203285714,0.035575,3,-528,0,572341.5,-313.5,4,405000,1,2,0.790683724,1069110,92027.34,1232302.5,NA,-1652,13,NA,4.919184821
3262,431455,0,F,N,Y,0,180000,1528200,55021.5,1350000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.025164,-16797,-6479,Drivers,1,0.11778563,180000,0.305675,0.036004122,2,-1426.5,0,3195000,-878.5,4,2385000,1,2,1.111111111,117000,11698.83,105300,11700,-1975,10,0.108909091,3.271448434
19,431478,1,F,N,Y,0,157500,622413,31909.5,495000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-15725,-1789,Laborers,2,0.253047414,78750,0.2026,0.051267406,0,-1213.5,0,215459.37,-660.5,2,0,2,1,NA,1926486,NA,2407009.5,NA,-1365.076923,NA,NA,4.935834156
820,431601,1,M,Y,Y,0,202500,269550,18234,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.022625,-8960,-323,,2,0.751252087,101250,0.090044444,0.067646077,3,-86,0,3285000,-16.6,5,3240000,2,2,NA,608535,NA,723888,NA,-213.6666667,NA,NA,11.10562685
2209,431608,0,M,Y,Y,0,157500,157500,9648,157500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-10647,-1610,Laborers,2,1,78750,0.061257143,0.061257143,2,-880.5,0,3530560.5,-432.5,10,1741500,8,2,1.029944313,1127713.5,NA,1199367,NA,-2148.222222,NA,NA,16.32462687
3410,431640,0,F,N,Y,1,112500,948582,27864,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-11986,-2525,Sales staff,3,0.118598076,37500,0.24768,0.029374371,2,-580.2,0,430461,-288,5,264330,3,2,1.040810486,162166.5,24475.23,155749.5,13500,-1517.5,9,0.07980247,4.0374677
3882,431852,0,F,Y,Y,0,103500,787500,31230,787500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-19998,-1287,Sales staff,2,0.131428571,51750,0.30173913,0.039657143,2,-476.5,0,167728.5,-9,2,167728.5,0,1,0.981263407,1464993,126101.205,1524393,NA,-1171,13.5,NA,3.314121037
4338,431884,0,M,N,N,0,67500,314100,13963.5,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.01885,-18344,-6814,Laborers,2,0.214899713,33750,0.206866667,0.044455587,1,-1303.333333,0,533268,-777.3333333,3,171000,2,2,0.822312778,382500,26605.665,454221,NA,-1487.5,27,NA,4.834031582
4409,431949,0,F,N,Y,0,202500,301464,19395,238500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-20390,NA,,2,0.671721997,101250,0.095777778,0.06433604,2,-1247.2,0,1586824.965,-422,5,1147500,3,2,NA,678829.5,NA,747895.5,NA,-667,NA,NA,10.44083527
1760,432002,0,F,Y,Y,0,247500,1125000,47794.5,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-16307,-535,High skill tech staff,2,0.22,123750,0.193109091,0.042484,5,-746.9333333,0,2538687.105,-361.2,15,879975,10,2,NA,223686,NA,233028,NA,-771,NA,NA,5.178420111
3193,432059,0,F,N,N,0,103500,1000858.5,33075,864000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0.010006,-23833,NA,,1,0.103411221,103500,0.319565217,0.033046629,1,-1233.4,0,4408186.5,-597,5,310752,4,1,0.934529639,1193908.5,89492.94,1266066,NA,-1783.6,20.4,NA,3.129251701
4636,432096,0,F,N,Y,0,67500,254700,14350.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-20693,NA,,2,0.265017668,33750,0.2126,0.056342756,0,-806,0,109755,-621.5,2,0,2,1,1.08770291,159975,22405.5,160830,NA,-743,8,NA,4.703668862
1162,432147,1,M,Y,Y,0,135000,755190,38686.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006852,-17178,-3481,Sales staff,2,0.17876296,67500,0.286566667,0.051227506,6,-1352.454545,0,2937802.5,-547.0909091,11,2057733,5,2,0.862602441,3890155.5,304373.61,4415013,NA,-2264.529412,26,NA,3.489589392
4765,432253,0,M,Y,Y,0,112500,247500,26784,247500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.028663,-11330,-1151,Core staff,2,0.454545455,56250,0.23808,0.108218182,0,-621,0,17505,-497,1,0,1,1,NA,993906,NA,1040049,NA,-606.3333333,NA,NA,4.200268817
3860,432361,0,M,Y,Y,2,148500,254700,17149.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-17407,-1734,Laborers,4,0.583038869,37125,0.115484848,0.067332155,2,-684,0,2899449,-142.8333333,6,1243372.5,4,1,0.938129964,448885.35,37824.84,471645,NA,-538.6666667,8,NA,8.659144581
1877,432390,0,F,N,Y,0,175500,1032133.5,33673.5,891000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.007274,-22091,-379,Drivers,1,0.170036144,175500,0.191871795,0.03262514,2,-1442.875,0,3729546,-898.625,8,1260000,6,3,1.261123373,394038,32308.605,295452,130680,-1351,10,0.205114606,5.211813444
2926,432396,0,M,Y,Y,0,1260000,1288350,37800,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-17610,-2910,Laborers,2,0.97799511,630000,0.03,0.029339853,6,-1275.230769,0,7714329.66,-547.3076923,13,2133000,7,3,NA,1926594,NA,2127528,NA,-1296.222222,NA,NA,33.33333333
2529,432563,0,F,N,Y,1,81000,979992,28782,702000,Family,Working,Higher education,Married,House / apartment,0.006207,-10737,-3896,Laborers,3,0.082653736,27000,0.355333333,0.029369628,0,-140,0,161055,-76,1,0,1,1,1.143718191,291420,30601.665,263263.5,NA,-341,6,NA,2.814258912
2139,432697,0,F,N,Y,0,189000,1113840,47322,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-18356,-8220,Laborers,2,0.169683258,94500,0.250380952,0.042485456,0,-542,0,68400,-481,1,0,1,1,NA,231151.5,NA,589018.5,NA,-904.8,NA,NA,3.993914036
4132,432760,0,F,N,Y,0,157500,450000,17095.5,450000,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.018209,-8651,-107,,1,0.35,157500,0.108542857,0.03799,1,-592.6666667,0,338639.4,-361,3,123903,2,2,0.974385299,104130,14151.645,112342.5,10413,-1354,9,0.096643176,9.212950777
258,432813,1,F,N,Y,0,157500,889515,26136,742500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-17847,-5919,,2,0.177062781,78750,0.165942857,0.029382304,6,-1560.611111,0,1736482.41,-892.6111111,18,675146.52,12,2,NA,1521823.5,NA,1534158,NA,-755.3333333,NA,NA,6.026170799
4764,432860,0,M,Y,N,1,225000,679500,19998,679500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-15305,-2261,Laborers,3,0.331125828,75000,0.08888,0.029430464,3,-1491.444444,0,7858701,-678.7777778,9,5387580,6,3,0.894288398,179950.5,9527.85,201222,0,-607,24,0,11.25112511
4460,432880,0,M,Y,Y,0,270000,1091677.5,43425,936000,"Spouse, partner",Commercial associate,Higher education,Married,With parents,0.072508,-16849,-246,,2,0.24732579,135000,0.160833333,0.039778231,6,-591.4444444,0,5001955.515,-178.4444444,9,4688658,3,3,0.736670737,621630,88984.305,1239156,NA,-470.6666667,7.333333333,NA,6.21761658
3506,432910,0,F,N,Y,0,247500,592560,31153.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.008625,-11789,-883,,2,0.417679222,123750,0.125872727,0.052574423,1,-258,0,2078293.5,-20,2,1268293.5,1,2,NA,1367046,NA,1959772.5,NA,-411.2857143,NA,NA,7.944532717
991,432917,1,M,Y,Y,0,225000,765000,27234,765000,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18484,-4183,Drivers,2,0.294117647,112500,0.12104,0.0356,5,-1033.666667,0,5174230.5,-629.6666667,6,5156662.5,1,3,NA,2610000,NA,2967961.5,NA,-382.5,NA,NA,8.261731659
3101,432950,0,F,N,Y,0,315000,344043,29560.5,297000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.006852,-8215,-608,Sales staff,1,0.915583227,315000,0.093842857,0.085920946,0,-302,0,24705,-179,1,0,1,1,1.004976411,139950,14034.33,139257,13995,-320,12,0.099455976,10.65611204
977,432964,1,M,Y,Y,0,180000,1800000,62568,1800000,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-15256,-4441,Managers,2,0.1,90000,0.3476,0.03476,1,-1710.333333,0,2877993.72,-717.5555556,9,675000,8,2,1.262171076,280629,38346.435,234657,46728,-1892.5,10,0.210281046,2.876869965
4181,433060,0,M,N,Y,0,135000,808650,23773.5,675000,"Spouse, partner",Pensioner,Lower secondary,Married,House / apartment,0.019101,-21047,NA,,2,0.166944908,67500,0.1761,0.029398998,1,-584,0,596047.5,-179,2,452700,1,1,0.68307734,269829.9,38293.245,441517.5,NA,-2023.333333,7.333333333,NA,5.678591709
15,433085,1,M,Y,Y,1,112500,539059.5,36022.5,499500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006008,-8769,-1237,Laborers,3,0.208696814,37500,0.3202,0.06682472,1,-203,0,22500,-27,1,22500,0,1,1.045789554,108756,12234.285,104854.5,10876.5,-516.3333333,11.33333333,0.103099766,3.123048095
1942,433144,0,F,N,Y,0,121500,270045,27801,256500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.04622,-23627,NA,,1,0.449925012,121500,0.228814815,0.102949508,1,-1060,0,242239.5,-940.6666667,3,135000,2,2,NA,1048500,NA,1087407,NA,-478.8,NA,NA,4.37034639
